,id,name,year,rating,genre,director,actor,other actor,area
0,26752088,我不是药神,2018,9.0,剧情/喜剧/,文牧野,韩家女/钟伟/文牧野,徐峥/王传君/周一围/谭卓/章宇,中国大陆
1,26425063,无双,2018,8.2,剧情/动作/犯罪/,庄文强,庄文强,周润发/郭富城/张静初/冯文娟/廖启智,中国大陆/香港
2,26925317,动物世界,2018,7.3,剧情/动作/冒险/,韩延,韩延,李易峰/迈克尔·道格拉斯/周冬雨/曹炳琨/王戈,中国大陆
3,26985127,一出好戏,2018,7.2,剧情/喜剧/,黄渤,黄渤/张冀/郭俊立/查慕春/崔斯韦/邢爱娜/黄湛中,黄渤/舒淇/王宝强/张艺兴/于和伟,中国大陆
4,27102569,悲伤逆流成河,2018,5.8,剧情/爱情/,落落,落落/郭敬明,赵英博/任敏/辛云来/章若楠/朱丹妮,中国大陆
5,26387939,摔跤吧！爸爸,2016,9.1,剧情/家庭/传记/运动/,涅提·蒂瓦里,比于什·古普塔/施热亚·简/尼基尔·麦罗特拉/涅提·蒂瓦里,阿米尔·汗/法缇玛·萨那·纱卡/桑亚·玛荷塔/阿帕尔夏克提·库拉那/沙克希·坦沃,印度
6,1295644,这个杀手不太冷,1994,9.4,剧情/动作/犯罪/,吕克·贝松,吕克·贝松,让·雷诺/娜塔莉·波特曼/加里·奥德曼/丹尼·爱罗/彼得·阿佩尔,法国
7,26685451,流浪猫鲍勃,2016,8.0,剧情/喜剧/传记/,罗杰·斯波蒂斯伍德,詹姆斯·鲍恩/加里·詹金斯/提姆·约翰/玛丽亚·内申,卢克·崔德威/猫鲍勃/露塔·格德米纳斯/琼安·弗洛加特/安东尼·海德,英国
8,1291546,霸王别姬,1993,9.6,剧情/爱情/同性/,陈凯歌,芦苇/李碧华,张国荣/张丰毅/巩俐/葛优/英达,中国大陆/香港
9,27615441,网络谜踪,2018,8.5,剧情/悬疑/惊悚/,阿尼什·查甘蒂,阿尼什·查甘蒂/赛弗·奥哈尼安,约翰·赵/米切尔·拉/黛博拉·梅辛/约瑟夫·李/萨拉·米博·孙,美国/俄罗斯
10,1292720,阿甘正传,1994,9.4,剧情/爱情/,罗伯特·泽米吉斯,艾瑞克·罗斯/Winston Groom,汤姆·汉克斯/罗宾·怀特/加里·西尼斯/麦凯尔泰·威廉逊/莎莉·菲尔德,美国
11,3541415,盗梦空间,2010,9.3,剧情/科幻/悬疑/冒险/,克里斯托弗·诺兰,克里斯托弗·诺兰,莱昂纳多·迪卡普里奥/约瑟夫·高登-莱维特/艾伦·佩吉/汤姆·哈迪/渡边谦,美国/英国
12,3011091,忠犬八公的故事,2009,9.3,剧情/,拉斯·霍尔斯道姆,斯蒂芬·P·林赛/新藤兼人,理查·基尔/萨拉·罗默尔/琼·艾伦/罗比·萨布莱特/艾瑞克·阿瓦利,美国/英国
13,26916229,镰仓物语,2017,6.9,剧情/奇幻/,山崎贵,山崎贵,堺雅人/高畑充希/堤真一/安藤樱/田中泯,日本
14,1889243,星际穿越,2014,9.2,剧情/科幻/冒险/,克里斯托弗·诺兰,乔纳森·诺兰/克里斯托弗·诺兰,马修·麦康纳/安妮·海瑟薇/杰西卡·查斯坦/卡西·阿弗莱克/迈克尔·凯恩,美国/英国/加拿大/冰岛
15,26683290,你的名字。,2016,8.4,剧情/爱情/动画/,新海诚,新海诚,神木隆之介/上白石萌音/长泽雅美/市原悦子/成田凌,日本
16,26862829,芳华,2017,7.6,剧情/历史/战争/,冯小刚,严歌苓,黄轩/苗苗/钟楚曦/杨采钰/李晓峰,中国大陆
17,3742360,让子弹飞,2010,8.7,剧情/喜剧/动作/西部/,姜文,朱苏进/述平/姜文/郭俊立/危笑/李不空/马识途,姜文/葛优/周润发/刘嘉玲/陈坤,中国大陆/香港
18,3319755,怦然心动,2010,9.0,剧情/喜剧/爱情/,罗伯·莱纳,罗伯·莱纳/安德鲁·沙因曼/文德琳·范·德拉安南,玛德琳·卡罗尔/卡兰·麦克奥利菲/瑞贝卡·德·莫妮/安东尼·爱德华兹/约翰·马奥尼,美国
19,1292052,肖申克的救赎,1994,9.6,剧情/犯罪/,弗兰克·德拉邦特,弗兰克·德拉邦特/斯蒂芬·金,蒂姆·罗宾斯/摩根·弗里曼/鲍勃·冈顿/威廉姆·赛德勒/克兰西·布朗,美国
20,1292722,泰坦尼克号,1997,9.3,剧情/爱情/灾难/,詹姆斯·卡梅隆,詹姆斯·卡梅隆,莱昂纳多·迪卡普里奥/凯特·温丝莱特/比利·赞恩/凯西·贝茨/弗兰西丝·费舍,美国
21,1849031,当幸福来敲门,2006,9.0,剧情/家庭/传记/,加布里埃莱·穆奇诺,斯蒂夫·康拉德,威尔·史密斯/贾登·史密斯/坦迪·牛顿/布莱恩·豪威/詹姆斯·凯伦,美国
22,30140571,嗝嗝老师,2018,7.5,剧情/喜剧/,西达夫·马贺拉,奥库勒·查乌赫雷/西达夫·马贺拉/巴·哈达普/加内萨·潘德特,拉妮·玛克赫吉/内拉吉·卡比/萨钦/苏普丽雅·皮尔加卡尔/罗特·萨拉夫,印度
23,1307914,无间道,2002,9.1,剧情/悬疑/犯罪/,刘伟强/麦兆辉,麦兆辉/庄文强,刘德华/梁朝伟/黄秋生/曾志伟/郑秀文,香港
24,1292064,楚门的世界,1998,9.2,剧情/科幻/,彼得·威尔,安德鲁·尼科尔,金·凯瑞/劳拉·琳妮/艾德·哈里斯/诺亚·艾默里奇/娜塔莎·麦克艾霍恩,美国
25,26325320,血战钢锯岭,2016,8.7,剧情/传记/历史/战争/,梅尔·吉布森,安德鲁·奈特/罗伯特·申坎,安德鲁·加菲尔德/萨姆·沃辛顿/文斯·沃恩/雨果·维文/卢克·布雷西,美国/澳大利亚
26,1291549,放牛班的春天,2004,9.2,剧情/音乐/,克里斯托夫·巴拉蒂,乔治·沙普罗/勒·惠勒,热拉尔·朱尼奥/让-巴蒂斯特·莫尼耶/弗朗索瓦·贝莱昂/凯德·麦拉德/玛丽·布奈尔,法国/瑞士/德国
27,1297447,倩女幽魂,1987,8.6,剧情/爱情/武侠/古装/,程小东,阮继志,张国荣/王祖贤/午马/刘兆铭/林威,香港
28,2129039,飞屋环游记,2009,8.9,剧情/喜剧/动画/冒险/,彼特·道格特/鲍勃·彼德森,保伯·彼得森/彼特·道格特/汤姆·麦卡锡,爱德华·阿斯纳/克里斯托弗·普卢默/乔丹·长井/鲍勃·彼德森/戴尔里·林多,美国
29,5912992,熔炉,2011,9.3,剧情/,黄东赫,孔枝泳/黄东赫,孔侑/郑有美/金志映/金贤秀/郑仁絮,韩国
30,5350027,妖猫传,2017,6.9,剧情/悬疑/奇幻/古装/,陈凯歌,王蕙玲/陈凯歌/梦枕貘,黄轩/染谷将太/张雨绮/秦昊/张榕容,中国大陆/日本
31,1309046,V字仇杀队,2005,8.8,剧情/动作/科幻/惊悚/,詹姆斯·麦克特格,莉莉·沃卓斯基/拉娜·沃卓斯基,娜塔莉·波特曼/雨果·维文/斯蒂芬·瑞/斯蒂芬·弗雷/约翰·赫特,美国/英国/德国
32,4739952,初恋这件小事,2010,8.3,剧情/喜剧/爱情/,普特鹏·普罗萨卡·那·萨克那卡林/华森·波克彭,普特鹏·普罗萨卡·那·萨克那卡林,平采娜·乐维瑟派布恩/马里奥·毛瑞尔/苏达拉·布查蓬/雅尼卡·桑普蕾舞/诺特·阿查拉那·阿瑞亚卫考,泰国
33,4920528,那些年，我们一起追的女孩,2011,8.1,剧情/喜剧/爱情/,九把刀,九把刀,柯震东/陈妍希/敖犬/郝劭文/蔡昌宪,台湾
34,24719063,烈日灼心,2015,8.0,剧情/悬疑/犯罪/,曹保平,曹保平/焦华静,邓超/段奕宏/郭涛/王珞丹/吕颂贤,中国大陆
35,11529526,中国合伙人,2013,7.6,剧情/,陈可辛,周智勇/张冀/林爱华,黄晓明/邓超/佟大为/杜鹃/王真儿,中国大陆/香港
36,25934014,爱乐之城,2016,8.3,剧情/爱情/歌舞/,达米恩·查泽雷,达米恩·查泽雷,瑞恩·高斯林/艾玛·斯通/约翰·传奇/罗丝玛丽·德薇特/芬·维特洛克,美国
37,4873490,失恋33天,2011,7.3,剧情/爱情/,滕华涛,鲍鲸鲸,白百何/文章/张嘉译/王耀庆/张子萱,中国大陆
38,1291561,千与千寻,2001,9.3,剧情/动画/奇幻/,宫崎骏,宫崎骏,柊瑠美/入野自由/夏木真理/菅原文太/中村彰男,日本
39,1292063,美丽人生,1997,9.5,剧情/喜剧/爱情/战争/,罗伯托·贝尼尼,温琴佐·切拉米/罗伯托·贝尼尼,罗伯托·贝尼尼/尼可莱塔·布拉斯基/乔治·坎塔里尼/朱斯蒂诺·杜拉诺/赛尔乔·比尼·布斯特里克,意大利
40,24751756,老炮儿,2015,7.8,剧情/犯罪/,管虎,管虎/董润年,冯小刚/许晴/张涵予/刘桦/李易峰,中国大陆
41,1291544,哈利·波特与阿兹卡班的囚徒,2004,8.3,剧情/奇幻/冒险/,阿方索·卡隆,史蒂夫·克洛夫斯/J·K·罗琳,丹尼尔·雷德克里夫/艾玛·沃森/鲁伯特·格林特/加里·奥德曼/朱丽·沃特斯,英国/美国
42,2043546,秒速5厘米,2007,8.3,剧情/爱情/动画/,新海诚,新海诚,水桥研二/近藤好美/尾上绫华/花村怜美/水野理纱,日本
43,26580232,看不见的客人,2016,8.7,剧情/悬疑/惊悚/犯罪/,奥里奥尔·保罗,奥里奥尔·保罗,马里奥·卡萨斯/阿娜·瓦格纳/何塞·科罗纳多/巴巴拉·莱涅/弗兰塞斯克·奥雷利亚,西班牙
44,27024903,天才枪手,2017,8.1,剧情/悬疑/犯罪/,纳塔吾·彭皮里亚,塔妮达·汉塔维瓦塔娜/瓦苏红·皮娅罗姆娜/纳塔吾·彭皮里亚,茱蒂蒙·琼查容苏因/查侬·散顶腾古/依莎亚·贺苏汪/披纳若·苏潘平佑/塔内·瓦拉库努娄,泰国
45,3793023,三傻大闹宝莱坞,2009,9.2,剧情/喜剧/爱情/歌舞/,拉吉库马尔·希拉尼,维德胡·维诺德·乔普拉/拉吉库马尔·希拉尼/阿西奇·乔希,阿米尔·汗/卡琳娜·卡普尔/马达范/沙尔曼·乔希/奥米·瓦依达,印度
46,1293839,罗马假日,1953,9.0,剧情/喜剧/爱情/,威廉·惠勒,达尔顿·特朗勃/伊安·麦克莱伦·亨特/约翰·戴顿,奥黛丽·赫本/格利高里·派克/埃迪·艾伯特/哈特利·鲍尔/哈考特·威廉姆斯,美国
47,1292328,东邪西毒,1994,8.6,剧情/动作/爱情/武侠/古装/,王家卫,王家卫/金庸,张国荣/林青霞/梁朝伟/张学友/张曼玉,香港/台湾
48,4917726,阳光姐妹淘,2011,8.8,剧情/喜剧/,姜炯哲,姜炯哲,沈恩京/闵孝琳/姜素拉/南宝拉/陈熙京,韩国
49,6874741,无问西东,2018,7.6,剧情/爱情/战争/,李芳芳,李芳芳,章子怡/黄晓明/张震/王力宏/陈楚生,中国大陆
50,1292343,蝴蝶效应,2004,8.7,剧情/科幻/悬疑/惊悚/,埃里克·布雷斯/J·麦基·格鲁伯,J·麦基·格鲁伯/埃里克·布雷斯,阿什顿·库彻/梅罗拉·沃特斯/艾米·斯马特/埃尔登·汉森/威廉姆·李·斯科特,美国/加拿大
51,1929463,少年派的奇幻漂流,2012,9.0,剧情/奇幻/冒险/,李安,扬·马特尔/大卫·麦基,苏拉·沙玛/伊尔凡·可汗/拉菲·斯波/阿迪勒·侯赛因/塔布,美国/台湾/英国/加拿大
52,27622447,小偷家族,2018,8.8,剧情/家庭/犯罪/,是枝裕和,是枝裕和,中川雅也/安藤樱/松冈茉优/城桧吏/佐佐木美结,日本
53,24745500,绣春刀,2014,7.5,剧情/动作/武侠/古装/,路阳,陈舒/路阳,张震/刘诗诗/王千源/李东学/聂远,中国大陆
54,1298624,闻香识女人,1992,9.0,剧情/,马丁·布莱斯特,博·古德曼/乔瓦尼·阿尔皮诺,阿尔·帕西诺/克里斯·奥唐纳/詹姆斯·瑞布霍恩/加布里埃尔·安瓦尔/菲利普·塞默·霍夫曼,美国
55,26996640,反贪风暴3,2018,5.6,剧情/动作/犯罪/,林德禄,黄浩华/何文龙,古天乐/张智霖/郑嘉颖/邓丽欣/栢天男,香港
56,2334904,禁闭岛,2010,8.7,剧情/悬疑/惊悚/,马丁·斯科塞斯,莱塔·卡罗格里迪斯/丹尼斯·勒翰,莱昂纳多·迪卡普里奥/马克·鲁弗洛/本·金斯利/马克斯·冯·叙多夫/米歇尔·威廉姆斯,美国
57,1291571,指环王1：魔戒再现,2001,8.9,剧情/动作/奇幻/冒险/,彼得·杰克逊,弗兰·威尔士/菲利帕·鲍恩斯/彼得·杰克逊/J·R·R·托尔金,伊莱贾·伍德/西恩·奥斯汀/伊恩·麦克莱恩/维果·莫腾森/奥兰多·布鲁姆,新西兰/美国
58,1305487,猫鼠游戏,2002,8.8,剧情/传记/犯罪/,史蒂文·斯皮尔伯格,杰夫·内桑森,莱昂纳多·迪卡普里奥/汤姆·汉克斯/克里斯托弗·沃肯/马丁·辛/艾米·亚当斯,美国/加拿大
59,21318488,消失的爱人,2014,8.7,剧情/悬疑/惊悚/犯罪/,大卫·芬奇,吉莉安·弗琳,本·阿弗莱克/裴淳华/尼尔·帕特里克·哈里斯/凯莉·库恩/泰勒·派瑞,美国
60,1292001,海上钢琴师,1998,9.2,剧情/音乐/,朱塞佩·托纳多雷,亚利桑德罗·巴里克/朱塞佩·托纳多雷,蒂姆·罗斯/普路特·泰勒·文斯/比尔·努恩/梅兰尼·蒂埃里/阿尔贝托·巴斯克斯,意大利
61,3649049,金陵十三钗,2011,8.0,剧情/历史/战争/,张艺谋,刘恒/严歌苓,克里斯蒂安·贝尔/倪妮/张歆怡/黄天元/韩熙庭,中国大陆/香港
62,24743711,催眠大师,2014,7.6,剧情/悬疑/惊悚/,陈正道,任鹏/陈正道,徐峥/莫文蔚/胡静/吕中/王耀庆,中国大陆
63,6786002,触不可及,2011,9.2,剧情/喜剧/,奥利维埃·纳卡什/埃里克·托莱达诺,奥利维埃·纳卡什/埃里克·托莱达诺,弗朗索瓦·克鲁塞/奥玛·希/安娜·勒尼/奥德雷·弗勒罗/托马·索利韦尔,法国
64,25805741,后会无期,2014,7.1,剧情/,韩寒,韩寒,冯绍峰/陈柏霖/钟汉良/王珞丹/袁泉,中国大陆
65,1291999,重庆森林,1994,8.7,剧情/爱情/,王家卫,王家卫,林青霞/金城武/梁朝伟/王菲/周嘉玲,香港
66,26607693,敦刻尔克,2017,8.4,剧情/历史/战争/,克里斯托弗·诺兰,克里斯托弗·诺兰,菲恩·怀特海德/汤姆·格林-卡尼/杰克·劳登/哈里·斯泰尔斯/阿奈林·巴纳德,英国/法国/美国/荷兰
67,25864085,火星救援,2015,8.4,剧情/科幻/冒险/,雷德利·斯科特,德鲁·高达/安迪·威尔,马特·达蒙/杰西卡·查斯坦/克里斯汀·韦格/杰夫·丹尼尔斯/迈克尔·佩纳,美国/英国
68,6517421,惊天魔盗团,2013,7.6,剧情/悬疑/犯罪/,路易斯·莱特里尔,鲍兹·亚金/爱德华·里科/艾德·索罗门,杰西·艾森伯格/艾拉·菲舍尔/伍迪·哈里森/戴夫·弗兰科/马克·鲁弗洛,美国/法国
69,1851857,蝙蝠侠：黑暗骑士,2008,9.1,剧情/动作/科幻/惊悚/犯罪/,克里斯托弗·诺兰,乔纳森·诺兰/克里斯托弗·诺兰/大卫·S·高耶,克里斯蒂安·贝尔/希斯·莱杰/艾伦·艾克哈特/迈克尔·凯恩/玛吉·吉伦哈尔,美国/英国
70,1292402,西西里的美丽传说,2000,8.8,剧情/情色/战争/,朱塞佩·托纳多雷,朱塞佩·托纳多雷/卢恰诺·温琴佐尼,莫妮卡·贝鲁奇/朱塞佩·苏尔法罗/LucianoFederico/MatildePiana/埃丽萨·莫鲁奇,意大利/美国
71,1306029,美丽心灵,2001,8.9,剧情/传记/,朗·霍华德,阿齐瓦·高斯曼/西尔维娅·纳萨尔,罗素·克劳/艾德·哈里斯/詹妮弗·康纳利/克里斯托弗·普卢默/保罗·贝坦尼,美国
72,1293359,菊次郎的夏天,1999,8.8,剧情/喜剧/,北野武,北野武,北野武/关口雄介/岸本加世子/グレート義太夫/井手博士,日本
73,26270502,绣春刀II：修罗战场,2017,7.2,剧情/动作/武侠/古装/,路阳,陈舒/路阳/禹扬,张震/杨幂/张译/雷佳音/辛芷蕾,中国大陆
74,1292370,剪刀手爱德华,1990,8.7,剧情/爱情/奇幻/,蒂姆·波顿,卡罗琳·汤普森/蒂姆·波顿,约翰尼·德普/薇诺娜·瑞德/黛安·韦斯特/安东尼·迈克尔·豪尔/凯西·贝克,美国
75,1787291,被嫌弃的松子的一生,2006,8.9,剧情/歌舞/,中岛哲也,中岛哲也/山田宗树,中谷美纪/瑛太/香川照之/市川实日子/伊势谷友介,日本
76,1294371,摩登时代,1936,9.2,剧情/喜剧/爱情/,查理·卓别林,查理·卓别林,查理·卓别林/宝莲·高黛/亨利·伯格曼/TinySandford/切斯特·康克林,美国
77,26611804,三块广告牌,2017,8.7,剧情/犯罪/,马丁·麦克唐纳,马丁·麦克唐纳,弗兰西斯·麦克多蒙德/伍迪·哈里森/山姆·洛克威尔/艾比·考尼什/卢卡斯·赫奇斯,美国/英国
78,1301753,狮子王,1994,8.9,剧情/动画/歌舞/家庭/冒险/,罗杰·阿勒斯/罗伯·明可夫,艾琳·梅琪/乔纳森·罗伯特/琳达·伍尔芙顿,乔纳森·泰勒·托马斯/马修·布罗德里克/杰瑞米·艾恩斯/詹姆斯·厄尔·琼斯/莫伊拉·凯利,美国
79,1309163,恋恋笔记本,2004,8.5,剧情/爱情/,尼克·卡萨维茨,扬·萨尔迪/杰里米·莱文/尼古拉斯·斯帕克斯,瑞恩·高斯林/瑞秋·麦克亚当斯/吉娜·罗兰兹/詹姆斯·加纳/斯塔尔勒塔·杜波利斯,美国
80,1302425,喜剧之王,1999,8.6,剧情/喜剧/爱情/,周星驰/李力持,曾瑾昌/周星驰/李敏/郑文辉/冯勉恒/梁嘉杰,周星驰/张柏芝/莫文蔚/吴孟达/林子善,香港
81,1293172,末代皇帝,1987,9.0,剧情/传记/历史/,贝纳尔多·贝托鲁奇,贝纳尔多·贝托鲁奇/马克·派普罗,尊龙/陈冲/邬君梅/彼得·奥图尔/英若诚,英国/意大利/中国大陆/法国/美国
82,1295124,辛德勒的名单,1993,9.5,剧情/历史/战争/,史蒂文·斯皮尔伯格,托马斯·肯尼利/斯蒂文·泽里安,连姆·尼森/本·金斯利/拉尔夫·费因斯/卡罗琳·古多尔/乔纳森·萨加尔,美国
83,4023638,国王的演讲,2010,8.3,剧情/传记/历史/,汤姆·霍珀,大卫·塞德勒,科林·费尔斯/杰弗里·拉什/海伦娜·伯翰·卡特/盖·皮尔斯/迈克尔·刚本,英国/澳大利亚/美国
84,1959195,忠犬八公物语,1987,9.0,剧情/,神山征二郎,新藤兼人,山本圭/井川比佐志/片桐入/仲代达矢/春川真澄,日本
85,1303394,青蛇,1993,8.5,剧情/奇幻/古装/,徐克,李碧华/徐克,张曼玉/王祖贤/赵文卓/吴兴国/马精武,香港
86,1291552,指环王3：王者无敌,2003,9.1,剧情/动作/奇幻/冒险/,彼得·杰克逊,弗兰·威尔士/菲利帕·鲍恩斯/彼得·杰克逊/J·R·R·托尔金,维果·莫腾森/伊莱贾·伍德/西恩·奥斯汀/丽芙·泰勒/伊恩·麦克莱恩,美国/新西兰
87,1485260,本杰明·巴顿奇事,2008,8.8,剧情/爱情/奇幻/,大卫·芬奇,艾瑞克·罗斯/罗宾·史威考德/F·司各特·菲茨杰拉德,凯特·布兰切特/布拉德·皮特/朱莉娅·奥蒙德/芳妮·A·钱勃丝/伊莱亚斯·科泰斯,美国
88,26366496,邪不压正,2018,7.2,剧情/喜剧/动作/,姜文,姜文/何冀平/李非/孙悦/张北海,彭于晏/廖凡/姜文/周韵/许晴,中国大陆
89,25724855,房间,2015,8.8,剧情/家庭/,伦尼·阿伯拉罕森,艾玛·多诺霍,布丽·拉尔森/雅各布·特伦布莱/琼·艾伦/肖恩·布里吉格斯/威廉姆·H·梅西,爱尔兰/加拿大/英国/美国
90,21937445,辩护人,2013,9.2,剧情/,杨宇硕,杨宇硕/尹贤浩,宋康昊/吴达洙/金英爱/郭度沅/任时完,韩国
91,21324900,降临,2016,7.7,剧情/科幻/,丹尼斯·维伦纽瓦,埃里克·海瑟尔/姜峯楠,艾米·亚当斯/杰瑞米·雷纳/福里斯特·惠特克/迈克尔·斯图巴/马志,美国
92,1292220,情书,1995,8.8,剧情/爱情/,岩井俊二,岩井俊二,中山美穗/丰川悦司/酒井美纪/柏原崇/范文雀,日本
93,25798222,亲爱的,2014,8.4,剧情/家庭/,陈可辛,张冀,赵薇/黄渤/佟大为/郝蕾/张译,中国大陆/香港
94,3041806,叶问,2008,7.5,剧情/动作/传记/历史/,叶伟信,黄子桓/陈大利,甄子丹/任达华/熊黛林/池内博之/林家栋,香港/中国大陆
95,1482072,穿普拉达的女王,2006,8.0,剧情/爱情/,大卫·弗兰科尔,艾莲·布洛什·麦肯纳,安妮·海瑟薇/梅丽尔·斯特里普/艾米莉·布朗特/斯坦利·图齐/西蒙·贝克,美国/法国
96,2124724,不能说的秘密,2007,7.7,剧情/爱情/音乐/奇幻/,周杰伦,杜致朗/周杰伦,周杰伦/桂纶镁/黄秋生/曾恺玹/苏明明,香港/台湾
97,10577869,时空恋旅人,2013,8.7,剧情/爱情/奇幻/,理查德·柯蒂斯,理查德·柯蒂斯,多姆纳尔·格里森/瑞秋·麦克亚当斯/比尔·奈伊/莉迪亚·威尔逊/汤姆·霍兰德,英国
98,1292365,活着,1994,9.1,剧情/家庭/历史/,张艺谋,余华/芦苇,葛优/巩俐/姜武/牛犇/郭涛,中国大陆/香港
99,1293544,沉默的羔羊,1991,8.8,剧情/惊悚/犯罪/,乔纳森·戴米,托马斯·哈里斯/泰德·塔里,朱迪·福斯特/安东尼·霍普金斯/斯科特·格伦/安东尼·希尔德/布鲁克·史密斯,美国
100,3626416,十月围城,2009,7.7,剧情/动作/历史/,陈德森,郭俊立/秦天南/陈嘉仪,甄子丹/王学圻/梁家辉/胡军/王柏杰,香港/中国大陆
101,1295409,纵横四海,1991,8.7,剧情/喜剧/动作/犯罪/,吴宇森,吴宇森/高志森/秦小珍,周润发/张国荣/钟楚红/朱江/曾江,香港
102,1308857,可可西里,2004,8.7,剧情/犯罪/,陆川,陆川,多布杰/张正阳/奇道/赵雪莹/马占林,中国大陆/香港
103,1291841,教父,1972,9.2,剧情/犯罪/,弗朗西斯·福特·科波拉,马里奥·普佐/弗朗西斯·福特·科波拉,马龙·白兰度/阿尔·帕西诺/詹姆斯·肯恩/理查德·卡斯特尔诺/罗伯特·杜瓦尔,美国
104,1418200,傲慢与偏见,2005,8.5,剧情/爱情/,乔·赖特,简·奥斯汀/黛博拉·莫盖茨,凯拉·奈特莉/马修·麦克费登/唐纳德·萨瑟兰/布兰达·布莱斯/凯瑞·穆里根,法国/英国/美国
105,1900841,窃听风暴,2006,9.1,剧情/悬疑/,弗洛里安·亨克尔·冯·多纳斯马尔克,弗洛里安·亨克尔·冯·多纳斯马尔克,乌尔里希·穆埃/马蒂娜·格德克/塞巴斯蒂安·科赫/乌尔里希·图库尔/托马斯·蒂梅,德国
106,6873143,一条狗的使命,2017,7.7,剧情/喜剧/家庭/,拉斯·霍尔斯道姆,W·布鲁斯·卡梅伦/凯瑟琳·迈克/奥黛丽·威尔斯/玛雅·福布斯/沃利·亚历斯戴尔,乔什·加德/布丽特·罗伯森/丹尼斯·奎德/佩吉·利普顿/K·J·阿帕,美国
107,5989818,萤火之森,2011,8.8,剧情/爱情/动画/奇幻/,大森贵弘,绿川幸,佐仓绫音/内山昂辉,日本
108,1793929,达拉斯买家俱乐部,2013,8.7,剧情/同性/传记/,让-马克·瓦雷,克莱格·鲍登/梅丽莎·沃雷克,马修·麦康纳/詹妮弗·加纳/杰瑞德·莱托/史蒂夫·茨恩/达拉斯·罗伯特斯,美国
109,1292000,搏击俱乐部,1999,9.0,剧情/动作/悬疑/惊悚/,大卫·芬奇,恰克·帕拉尼克/吉姆·乌尔斯,爱德华·诺顿/布拉德·皮特/海伦娜·伯翰·卡特/扎克·格雷尼尔/米特·洛夫,美国/德国
110,3412882,窃听风云,2009,7.5,剧情/动作/惊悚/,麦兆辉/庄文强,庄文强/麦兆辉,刘青云/古天乐/吴彦祖/张静初/方中信,香港/中国大陆/新加坡
111,1292849,拯救大兵瑞恩,1998,8.9,剧情/历史/战争/,史蒂文·斯皮尔伯格,罗伯特·罗达特,汤姆·汉克斯/汤姆·塞兹摩尔/爱德华·伯恩斯/巴里·佩珀/亚当·戈德堡,美国
112,1291828,天堂电影院,1988,9.1,剧情/爱情/,朱塞佩·托纳多雷,朱塞佩·托纳多雷/Vanna Paoli,安东内拉·阿蒂利/恩佐·卡拉瓦勒/艾萨·丹尼埃利/里奥·故罗塔/马克·莱昂纳蒂,意大利/法国
113,24750126,荒蛮故事,2014,8.8,剧情/喜剧/犯罪/,达米安·斯兹弗隆,达米安·斯兹弗隆,达里奥·格兰迪内蒂/玛丽娅·玛努尔/莫妮卡·比利亚/丽塔·科尔泰塞/胡丽叶塔·泽尔贝伯格,阿根廷/西班牙
114,1292286,我的野蛮女友,2001,8.1,剧情/喜剧/爱情/,郭在容,郭在容/金浩植,车太贤/全智贤/金仁文/金太贤/李武英,韩国
115,26799731,请以你的名字呼唤我,2017,8.8,剧情/爱情/同性/,卢卡·瓜达尼诺,詹姆斯·伊沃里/安德列·艾席蒙,蒂莫西·柴勒梅德/艾米·汉莫/迈克尔·斯图巴/阿蜜拉·卡萨/艾斯特·加瑞尔,意大利/法国/巴西/美国
116,25726614,神奇动物在哪里,2016,7.8,剧情/奇幻/冒险/,大卫·叶茨,J·K·罗琳,埃迪·雷德梅恩/凯瑟琳·沃特斯顿/丹·福勒/艾莉森·萨多尔/科林·法瑞尔,英国/美国
117,1291879,罗生门,1950,8.7,剧情/悬疑/犯罪/,黑泽明,黑泽明/桥本忍/芥川龙之介,三船敏郎/千秋实/京町子/森雅之/志村乔,日本
118,1292223,七宗罪,1995,8.8,剧情/悬疑/惊悚/犯罪/,大卫·芬奇,安德鲁·凯文·沃克,摩根·弗里曼/布拉德·皮特/凯文·史派西/格温妮斯·帕特洛/安德鲁·凯文·沃克,美国
119,4864908,影,2018,7.4,剧情/动作/武侠/古装/,张艺谋,李威/张艺谋,邓超/孙俪/郑恺/王千源/王景春,中国大陆
120,21360417,恐怖直播,2013,8.7,剧情/悬疑/犯罪/,金秉祐,金秉祐,河正宇/李璟荣/全慧珍/李大为,韩国
121,3734112,风声,2009,8.1,剧情/惊悚/战争/犯罪/,陈国富/高群书,陈国富/张家鲁,周迅/李冰冰/张涵予/王志文/黄晓明,中国大陆
122,27140071,找到你,2018,7.5,剧情/,吕乐,秦海燕,姚晨/马伊琍/袁文康/吴昊宸/王梓尘,中国大陆
123,1907464,集结号,2007,7.9,剧情/传记/历史/战争/,冯小刚,刘恒,张涵予/邓超/袁文康/汤嬿/廖凡,中国大陆/香港
124,10831445,百鸟朝凤,2013,8.0,剧情/,吴天明,吴天明/罗雪莹/肖江虹,陶泽如/李岷城/嵇波/胡先煦/郑伟,中国大陆
125,10463953,模仿游戏,2014,8.6,剧情/同性/传记/战争/,莫滕·泰杜姆,格拉汉姆·摩尔/安德鲁·霍奇斯,本尼迪克特·康伯巴奇/凯拉·奈特莉/马修·古迪/罗里·金奈尔/艾伦·里奇,英国/美国
